DEVICE_ID,CAR_ID,RENTAL_ID,TIMESTAMP,LATITUDE,LONGITUDE,SPEED_KMH,ACCELERATION_MS2,BRAKE_PRESSURE_BAR,FUEL_LEVEL_PCT,BATTERY_VOLTAGE,ENGINE_TEMP_C,ODOMETER_KM,EVENT_TYPE,BRANCH_NAME,CITY,CREATED_AT
112,12,3,2025-12-13 11:32:00,33.5731,-7.5898,0.0,0.0,0.0,100.0,12.318943863441653,43.05426875271931,7131.267807848842,ENGINE_START,Casablanca HQ,Casablanca,2025-12-13 11:32:00
112,12,3,2025-12-13 11:32:30,33.57402650188679,-7.590185745283018,2.252068438862077,0.0,4.749979631903787,100.0,14.086494666907036,46.274829723198245,7131.286575085832,IDLE,Casablanca HQ,Casablanca,2025-12-13 11:32:30
104,4,2,2025-12-13 11:33:00,33.5731,-7.5898,0.0,0.0,0.0,92.90934471601086,12.456648061764588,42.6586061759842,9050.051684357573,ENGINE_START,Casablanca HQ,Casablanca,2025-12-13 11:33:00
112,12,3,2025-12-13 11:33:00,33.57393246603773,-7.591819258490566,8.179533785643057,0.054883938396120185,1.0250859289257623,100.0,13.533908288544703,49.399483078137685,7131.354737867379,DRIVING,Casablanca HQ,Casablanca,2025-12-13 11:33:00
121,21,3,2025-12-13 11:33:00,34.0209,-6.8416,0.0,0.0,0.0,90.67660655730995,12.383281664787328,43.43186849840647,19063.79163934473,ENGINE_START,Rabat Agdal,Rabat,2025-12-13 11:33:00
104,4,2,2025-12-13 11:33:30,33.57323986666667,-7.589658390196078,3.0036033072876553,0.0,0.4227175929014232,92.90579879543976,14.057359406208867,45.876503065465215,9050.076714385134,DRIVING,Casablanca HQ,Casablanca,2025-12-13 11:33:30
112,12,3,2025-12-13 11:33:30,33.57363832264151,-7.592812067924528,12.368682043602679,0.038788409795922414,4.188392070582867,100.0,14.072573955888299,52.33780459474265,7131.457810217743,DRIVING,Casablanca HQ,Casablanca,2025-12-13 11:33:30
121,21,3,2025-12-13 11:33:30,34.020606901538464,-6.841998555384616,5.790097906946499,0.0,1.8141136859131075,90.6695545149874,13.550398460440706,45.715363984551374,19063.839890160623,DRIVING,Rabat Agdal,Rabat,2025-12-13 11:33:30
104,4,2,2025-12-13 11:34:00,33.57332795294118,-7.58950981372549,14.59075746745015,0.10728846444594903,2.17561614254231,92.8885735956518,13.634844854476986,48.23815408136091,9050.198304030695,DRIVING,Casablanca HQ,Casablanca,2025-12-13 11:34:00
112,12,3,2025-12-13 11:34:00,33.5731534735849,-7.593523632075472,14.541374764545345,0.020117525193913587,4.630672323440371,100.0,13.759517475060855,53.2866646892961,7131.578988340781,DRIVING,Casablanca HQ,Casablanca,2025-12-13 11:34:00
121,21,3,2025-12-13 11:34:00,34.02044156307692,-6.842173175384615,4.679104373695192,-0.010286977159734322,2.5064096279743433,90.6638556058143,14.032377916627038,48.41144502511151,19063.87888269707,DRIVING,Rabat Agdal,Rabat,2025-12-13 11:34:00
104,4,2,2025-12-13 11:34:30,33.57369172941176,-7.589673770588235,7.6118575111666456,-0.06461944403966208,0.05990416229687545,92.8795873749789,14.244174729242838,50.24415072259647,9050.26173617662,DRIVING,Casablanca HQ,Casablanca,2025-12-13 11:34:30
112,12,3,2025-12-13 11:34:30,33.57266778679245,-7.594107667924528,15.063752179629665,0.004836827917447402,2.844183177325278,100.0,14.00857751338892,54.354238512299844,7131.704519608944,DRIVING,Casablanca HQ,Casablanca,2025-12-13 11:34:30
121,21,3,2025-12-13 11:34:30,34.02039573846154,-6.842225027692307,15.969746204163492,0.10454297991174352,1.8223428630085463,90.64440527389898,13.550330204244505,51.071966353195876,19064.01196391544,DRIVING,Rabat Agdal,Rabat,2025-12-13 11:34:30
104,4,2,2025-12-13 11:35:00,33.57419557058824,-7.589938031372549,37.73872622298563,0.27895248807239803,0.3341844919458392,92.83503471207676,13.663754935687198,55.20538591327122,9050.576225561812,DRIVING,Casablanca HQ,Casablanca,2025-12-13 11:35:00
110,10,3,2025-12-13 11:35:00,33.5731,-7.5898,0.0,0.0,0.0,100.0,12.551753014317697,43.087801086956084,9638.761797059204,ENGINE_START,Casablanca HQ,Casablanca,2025-12-13 11:35:00
112,12,3,2025-12-13 11:35:00,33.57208713018868,-7.596595939622642,13.755539223973145,-0.012113082922745554,0.3280204717233054,100.0,13.840437151900808,55.74937498238181,7131.819149102477,DRIVING,Casablanca HQ,Casablanca,2025-12-13 11:35:00
121,21,3,2025-12-13 11:35:00,34.02018838461538,-6.842458636923077,11.626118430937879,-0.04021877567801494,2.2517091665843707,90.6302452578613,13.799000429277784,53.625034624703446,19064.108848235697,DRIVING,Rabat Agdal,Rabat,2025-12-13 11:35:00
104,4,2,2025-12-13 11:35:30,33.57437655882352,-7.589673078431373,21.214484652120333,-0.15300223676727132,2.8997914739796515,92.80998983436245,14.05769413561381,59.25115916242714,9050.753012933914,DRIVING,Casablanca HQ,Casablanca,2025-12-13 11:35:30
110,10,3,2025-12-13 11:35:30,33.57329018,-7.589569653333333,1.2360051123448685,0.0,2.862384543501881,100.0,13.577183701200697,46.00370730015926,9638.772097101806,IDLE,Casablanca HQ,Casablanca,2025-12-13 11:35:30
112,12,3,2025-12-13 11:35:30,33.5715344245283,-7.599089766037736,34.207465632071646,0.189369688963875,0.9258813836472007,100.0,14.22795014682199,59.28348511339189,7132.104211316077,DRIVING,Casablanca HQ,Casablanca,2025-12-13 11:35:30
121,21,3,2025-12-13 11:35:30,34.019969938461536,-6.842676684615385,13.805567629329452,0.020180085170292343,0.042232188830352846,90.6134307844666,14.233732515315612,54.85485360749291,19064.223894632607,DRIVING,Rabat Agdal,Rabat,2025-12-13 11:35:30
104,4,2,2025-12-13 11:36:00,33.57443637058824,-7.589733694117647,29.759472734885815,0.0791202600256063,0.587715089921455,92.77485712349488,13.670286867325323,62.14464185502988,9051.001008540037,DRIVING,Casablanca HQ,Casablanca,2025-12-13 11:36:00
