DEVICE_ID,CAR_ID,RENTAL_ID,TIMESTAMP,LATITUDE,LONGITUDE,SPEED_KMH,ACCELERATION_MS2,BRAKE_PRESSURE_BAR,FUEL_LEVEL_PCT,BATTERY_VOLTAGE,ENGINE_TEMP_C,ODOMETER_KM,EVENT_TYPE,BRANCH_NAME,CITY,CREATED_AT
142,42,5,2025-12-15 11:25:00,35.7595,-5.834,0.0,0.0,0.0,83.87855429699064,12.407565206187444,42.42450790028286,65134.345380858475,ENGINE_START,Tanger Downtown,Tanger,2025-12-15 11:25:00
142,42,5,2025-12-15 11:25:30,35.759579132432435,-5.83335804054054,9.996736837357721,0.0,0.25456283622238174,83.86855756015329,13.665159195077564,45.750624652424904,65134.428686998785,DRIVING,Tanger Downtown,Tanger,2025-12-15 11:25:30
142,42,5,2025-12-15 11:26:00,35.75978896486486,-5.832636194594595,17.410508998804225,0.06864603853191208,1.0479027650727724,83.85114705115448,14.093602368052606,48.16259737199773,65134.57377457377,DRIVING,Tanger Downtown,Tanger,2025-12-15 11:26:00
142,42,5,2025-12-15 11:26:30,35.75935407837838,-5.830732494594595,15.009722472887193,-0.022229504869602165,3.904037603460126,83.8361373286816,14.03636374139529,50.002311189170484,65134.698855594375,DRIVING,Tanger Downtown,Tanger,2025-12-15 11:26:30
142,42,5,2025-12-15 11:27:00,35.75884371621621,-5.829080729729729,20.60469838682318,0.051805332536444336,1.0922666795282683,83.81553263029478,14.284387286040982,53.234256338845995,65134.87056141427,DRIVING,Tanger Downtown,Tanger,2025-12-15 11:27:00
142,42,5,2025-12-15 11:27:30,35.75865023243243,-5.828742472972973,20.727307940039925,0.0011352736408957694,4.214120839423593,83.79480532235475,14.155201921667958,57.53132508931741,65135.043288980436,DRIVING,Tanger Downtown,Tanger,2025-12-15 11:27:30
142,42,5,2025-12-15 11:28:00,35.75918139189189,-5.826967989189189,59.84884069875507,0.3622364144325477,3.1398635555576004,83.734956481656,14.201391531583868,61.396883595078684,65135.54202931959,DRIVING,Tanger Downtown,Tanger,2025-12-15 11:28:00
142,42,5,2025-12-15 11:28:30,35.760319008108105,-5.822392043243243,31.208203119884445,-0.26519108869324653,3.77778363763317,83.70374827853611,13.683492810859939,63.71941134975118,65135.80209767893,DRIVING,Tanger Downtown,Tanger,2025-12-15 11:28:30
142,42,5,2025-12-15 11:29:00,35.76386438378378,-5.815272127027027,63.495856771437545,0.29895975603289904,1.5565054466428196,83.64025242176467,13.884660305450675,67.08238045396696,65136.33122981869,DRIVING,Tanger Downtown,Tanger,2025-12-15 11:29:00
142,42,5,2025-12-15 11:29:30,35.765830478378376,-5.809896367567568,74.55388987430462,0.1023891953969174,3.1522180411672536,83.56569853189036,13.881328276695681,68.87916372869974,65136.952512234304,DRIVING,Tanger Downtown,Tanger,2025-12-15 11:29:30
