DEVICE_ID,CAR_ID,RENTAL_ID,TIMESTAMP,LATITUDE,LONGITUDE,SPEED_KMH,ACCELERATION_MS2,BRAKE_PRESSURE_BAR,FUEL_LEVEL_PCT,BATTERY_VOLTAGE,ENGINE_TEMP_C,ODOMETER_KM,EVENT_TYPE,BRANCH_NAME,CITY,CREATED_AT
109,9,1,2025-12-10 11:25:00,33.5731,-7.5898,0.0,0.0,0.0,100.0,12.705950668106881,43.53346005471596,52000.0,ENGINE_START,Casablanca HQ,Casablanca,2025-12-10 11:25:00
147,47,1,2025-12-10 11:25:00,30.4278,-9.5981,0.0,0.0,0.0,100.0,12.410151407698946,43.78146060768611,25000.0,ENGINE_START,Agadir Plage,Agadir,2025-12-10 11:25:00
109,9,1,2025-12-10 11:25:30,33.573339492879796,-7.590070408204553,4.379758283042346,0.0,4.395470596074396,99.99562024171696,13.80510792549775,47.041127541628654,52000.03649798569,DRIVING,Casablanca HQ,Casablanca,2025-12-10 11:25:30
147,47,1,2025-12-10 11:25:30,30.4276227194941,-9.59751595563168,7.111484883022342,0.0,4.058296663735913,99.9916044970131,13.821964934681523,46.18805532290853,25000.059262374027,DRIVING,Agadir Plage,Agadir,2025-12-10 11:25:30
109,9,1,2025-12-10 11:26:00,33.57380043069596,-7.590559640756512,8.196045296593825,0.0353359908662174,2.318209755344689,99.98742419642036,14.249814526221243,49.868827379762855,52000.10479836316,DRIVING,Casablanca HQ,Casablanca,2025-12-10 11:26:00
130,30,1,2025-12-10 11:26:00,31.6295,-7.9811,0.0,0.0,0.0,100.0,12.65909128089944,42.708920770989145,31000.0,ENGINE_START,Marrakech Gueliz,Marrakech,2025-12-10 11:26:00
147,47,1,2025-12-10 11:26:00,30.427468694408176,-9.59703550188853,5.887252681003037,-0.0113354833520306,2.4607331202619784,99.98465426815358,13.884711571046715,47.60196470777502,25000.108322813034,DRIVING,Agadir Plage,Agadir,2025-12-10 11:26:00
109,9,1,2025-12-10 11:26:30,33.574564822732206,-7.591420857599283,13.964877803893264,0.05341511580832813,1.1940552660829256,99.97345931861646,14.265026579542136,51.5160401163757,52000.221172344856,DRIVING,Casablanca HQ,Casablanca,2025-12-10 11:26:30
130,30,1,2025-12-10 11:26:30,31.629623381819872,-7.981351942007933,3.296288478646351,0.0,3.207113102826101,99.99598528967344,13.79361477956726,44.88023350445799,31000.027469070654,DRIVING,Marrakech Gueliz,Marrakech,2025-12-10 11:26:30
147,47,1,2025-12-10 11:26:30,30.427159239094518,-9.595933219338239,13.314288032072092,0.068768845843232,0.864972812639242,99.96893601144905,14.246210912577938,49.43503440534471,25000.2192752133,DRIVING,Agadir Plage,Agadir,2025-12-10 11:26:30
